label,n,energy_mean,energy_std,wait_mean,wait_std,sla_rate,energy_ci95,wait_ci95
A_blind,360,3408.3282275841916,2085.950774798589,0.00018162637487078272,0.0022319824590586474,0.0,215.48094748831232,0.00023056617676018223
B_carbon500,360,3408.3282275841916,2085.950774798589,7.830402820653197,7.824663668828975,0.6861111111111111,215.48094748831232,0.8082961311967879
C_stress,853,3596.74479074217,2077.436560222857,13.298690858960898,13.738210705556941,0.8182883939038686,139.41494320369276,0.9219592558966613
