job_id,arrival_min,start_min,finish_min,wait_min,runtime_s,energy_proxy,emissions_index,sla_miss,carbon_at_start,deferrals,label,seed,deadline_min
44,157.8895783133976,158.33909655551912,158.3526502685444,0.44951824212151337,0.8132227815164652,3008.040661139076,2977449.6815907336,False,989.8302639510338,0,B_carbon_smart,0,247.8895783133976
45,160.09522459674764,175.09522459674764,175.10662966106887,15.0,0.6843038592731786,1812.0342151929638,1880037.251268509,False,1037.5285607221847,0,B_carbon_smart,0,250.09522459674764
46,160.40847424726982,222.10662966106887,222.11784467830515,61.69815541379904,0.6729010341768479,1016.0336450517088,1040336.057969402,False,969.6581432312132,8,B_carbon_smart,0,250.40847424726982
47,165.2717599367991,222.11784467830515,222.1294782269022,56.84608474150605,0.6980129158224982,1016.0349006457911,1040337.3435959207,False,969.6581432312132,8,B_carbon_smart,0,255.2717599367991
48,171.98301667344123,222.1294782269022,222.15097958929374,50.146461553460966,1.2900817434933063,3708.0645040871746,3796757.349193875,False,969.6581432312132,8,B_carbon_smart,0,261.9830166734412
49,173.6024813577778,222.15097958929374,222.1620755090977,48.548498231515936,0.6657551882367185,1016.0332877594118,1040335.6921310643,False,969.6581432312132,8,B_carbon_smart,0,263.60248135777783
50,182.8712168101475,222.1620755090977,222.17403999277323,39.29085869895019,0.7178690205329478,1812.0358934510266,1855377.8090645461,False,969.6581432312132,8,B_carbon_smart,0,272.87121681014753
51,183.1852602334174,222.17403999277323,222.18969972724634,38.98877975935582,0.9395840683858914,4806.046979203419,4921002.363564229,False,969.6581432312132,8,B_carbon_smart,0,273.1852602334174
52,184.0002254085339,222.18969972724634,222.2063626821354,38.18947431871243,0.9997772933439958,4806.049988864667,4921005.445213281,False,969.6581432312132,8,B_carbon_smart,0,274.0002254085339
53,184.8664344988042,222.2063626821354,222.24857641124797,37.33992818333118,2.5328237467538166,7016.126641187338,7183944.7125153635,False,969.6581432312132,8,B_carbon_smart,0,274.8664344988042
54,187.0904883363685,222.24857641124797,222.25916944336151,35.15808807487946,0.6355819268125222,1812.0317790963406,1855373.5962989987,False,969.6581432312132,8,B_carbon_smart,0,277.0904883363685
55,189.8129059452649,222.25916944336151,222.30116537841167,32.44626349809661,2.5197561030091005,7016.1259878051505,7183944.04350499,False,969.6581432312132,8,B_carbon_smart,0,279.8129059452649
56,191.36995797220294,223.36995797220294,223.38698285861528,32.0,1.0214931847411115,4806.051074659237,5175804.736256259,False,995.3124074128818,8,B_carbon_smart,0,281.36995797220294
57,191.7315310748564,223.7315310748564,223.74377777712638,32.0,0.7348021361981434,1812.03674010681,1951445.8327682584,False,995.3124074128818,8,B_carbon_smart,0,281.73153107485643
58,197.5305149647796,229.5305149647796,229.57119486647397,32.0,2.4407941016621404,7016.122039705083,7080422.187793465,False,1025.1998890054504,8,B_carbon_smart,0,287.5305149647796
59,198.97016746882886,230.97016746882886,230.97961605001882,32.0,0.5669148713980482,1016.02834574357,1037624.2900386868,False,1029.8634264229117,8,B_carbon_smart,0,288.9701674688289
60,199.29860459961594,242.29860459961594,242.33990757024333,43.0,2.478178237642839,7016.123908911882,2104837.1726735644,False,1042.1645361123444,7,B_carbon_smart,0,289.29860459961594
61,201.528614348377,241.33990757024333,241.35059940198684,39.81129322186632,0.6415099046113567,1812.0320754952306,543609.6226485692,False,1009.1646279418317,3,B_carbon_smart,0,291.528614348377
62,202.38500797673944,243.35059940198684,243.36371554188446,40.965591425247396,0.7869683938565066,1812.0393484196927,543611.8045259078,False,1002.2962490350881,1,B_carbon_smart,0,292.3850079767394
63,203.58584033666497,243.36371554188446,243.37996894961077,39.77787520521949,0.9752044635778924,4806.048760223179,1441814.6280669537,False,1002.2962490350881,1,B_carbon_smart,0,293.585840336665
64,204.31261362719025,243.37996894961077,243.42190975763532,39.067355322420525,2.51644848147301,7016.125822424074,2104837.746727222,False,1002.2962490350881,1,B_carbon_smart,0,294.3126136271902
65,205.798612482971,243.42190975763532,243.43502761384744,37.62329727466431,0.7870713727263039,3008.039353568636,902411.8060705909,False,1002.2962490350881,1,B_carbon_smart,0,295.798612482971
66,208.6744748183647,243.43502761384744,243.44634717457978,34.76055279548274,0.6791736439401062,1016.033958682197,304810.18760465906,False,1002.2962490350881,1,B_carbon_smart,0,298.67447481836473
