label,n,energy_mean,energy_std,emissions_mean,emissions_std,wait_mean,wait_std,sla_rate,energy_ci95,emissions_ci95,wait_ci95
A_blind,360,3408.3282275841916,2085.950774798589,1775529.889140906,1126892.5579758761,0.00018162637487078272,0.0022319824590586474,0.0,215.48094748831232,116409.20727557235,0.00023056617676018223
B_carbon500_smart,360,3408.3282275841916,2085.950774798589,1775529.889140906,1126892.5579758761,0.00018162637487078272,0.0022319824590586474,0.0,215.48094748831232,116409.20727557235,0.00023056617676018223
C_stress_smart,853,3596.74479074217,2077.436560222857,1872946.5001145708,1105566.0139258553,0.00014706042372965872,0.0018969546799280032,0.0,139.41494320369276,74193.56431412353,0.00012730296271178137
