job_id,arrival_min,start_min,finish_min,wait_min,runtime_s,energy_proxy,emissions_index,sla_miss,carbon_at_start,deferrals
39,145.86312220462708,145.86312220462708,145.8810333972481,0.0,1.0746715572610381,4806.053733577863,2517134.201391909,False,523.7424175692747,0
40,151.51779443219306,151.51779443219306,151.53341187758298,0.0,0.937046723394794,4806.04685233617,2611372.6597888027,False,543.3514778407625,0
41,153.29606229668644,153.29606229668644,153.3106572331654,0.0,0.8756961887369532,3008.043784809437,1564751.0188479533,False,520.1889103974868,0
42,154.68596640303738,154.68596640303738,154.70042129922388,0.0,0.8672937711891153,3008.0433646885594,1625685.8791158395,False,540.4462908346923,0
43,157.10708784654912,157.10708784654912,157.12107227271636,0.0,0.8390655700350215,3008.0419532785018,1616878.4831957505,False,537.5185945905757,0
44,157.8895783133976,157.8895783133976,157.9031320264229,0.0,0.8132227815164652,3008.040661139076,1616877.7886467823,False,537.5185945905757,0
45,160.09522459674764,160.09522459674764,160.10662966106887,0.0,0.6843038592731786,1812.0342151929638,1020349.2491055471,False,563.0960169242113,0
46,160.40847424726982,160.40847424726982,160.4196892645061,0.0,0.6729010341768479,1016.0336450517088,572124.4985896052,False,563.0960169242113,0
47,165.2717599367991,165.2717599367991,165.28339348539615,0.0,0.6980129158224982,1016.0349006457911,550531.9487160897,False,541.8435413647425,0
48,171.98301667344123,171.98301667344123,172.00451803583277,0.0,1.2900817434933063,3708.0645040871746,2093529.1241213405,False,547.1032293492748,0
49,173.6024813577778,173.6024813577778,173.61357727758175,0.0,0.6657551882367185,1016.0332877594118,569436.3365410182,False,560.4504728351538,0
50,182.8712168101475,182.8712168101475,182.88318129382304,0.0,0.7178690205329478,1812.0358934510266,1036083.8741422562,False,571.7788912939424,0
51,183.1852602334174,183.1852602334174,183.2009199678905,0.0,0.9395840683858914,4806.046979203419,2592380.1000311463,False,539.3996586485348,0
52,184.0002254085339,184.0002254085339,184.01688836342296,0.0,0.9997772933439958,4806.049988864667,2547650.0163916294,False,530.0922841615013,0
53,184.8664344988042,184.8664344988042,184.90864822791679,0.0,2.5328237467538166,7016.126641187338,3719194.597193358,False,530.0922841615013,0
54,187.0904883363685,187.0904883363685,187.10108136848206,0.0,0.6355819268125222,1812.0317790963406,1093670.6913864478,False,603.5604364134612,0
55,189.8129059452649,189.8129059452649,189.85490188031505,0.0,2.5197561030091005,7016.1259878051505,3713591.9486372056,False,529.2937947653539,0
56,191.36995797220294,191.36995797220294,191.38698285861528,0.0,1.0214931847411115,4806.051074659237,2384781.5592498397,False,496.203956679534,0
57,191.7315310748564,191.7315310748564,191.74377777712638,0.0,0.7348021361981434,1812.03674010681,899139.8000896835,False,496.203956679534,0
58,197.5305149647796,197.5305149647796,197.57119486647397,0.0,2.4407941016621404,7016.122039705083,3688481.0445449175,False,525.715063630786,0
59,198.97016746882886,198.97016746882886,198.97961605001882,0.0,0.5669148713980482,1016.02834574357,538826.0720646323,False,530.3258263629426,0
60,199.29860459961594,199.29860459961594,199.33990757024333,0.0,2.478178237642839,7016.123908911882,4018597.4901699163,False,572.7660375361235,0
61,201.528614348377,201.528614348377,201.53930618012052,0.0,0.6415099046113567,1812.0320754952306,951186.4038856439,False,524.9280168650897,0
62,202.38500797673944,202.38500797673944,202.39812411663706,0.0,0.7869683938565066,1812.0393484196927,879432.9322778345,False,485.3277237300622,0
63,203.58584033666497,203.58584033666497,203.60209374439128,0.0,0.9752044635778924,4806.048760223179,2781605.9426497584,False,578.7718938000514,0
64,204.31261362719025,204.31261362719025,204.3545544352148,0.0,2.51644848147301,7016.125822424074,4082704.3699739333,False,581.9029580292444,0
65,205.798612482971,205.798612482971,205.81173033918313,0.0,0.7870713727263039,3008.039353568636,1596237.2196370985,False,530.6570267251911,0
66,208.6744748183647,208.6744748183647,208.68579437909705,0.0,0.6791736439401062,1016.033958682197,539488.8146715914,False,530.9751805651379,0
67,208.95319730771573,208.95319730771573,208.96596427520495,0.0,0.7660180493540919,1812.0383009024677,962147.3640126333,False,530.9751805651379,0
68,212.35680739298013,212.35680739298013,212.39900185349916,0.0,2.5316676311412456,7016.126583381557,3637680.716364597,False,518.4742141028115,0
69,220.6335762575728,220.6335762575728,220.64173999933894,0.0,0.48982450596766747,1016.0244912252983,555631.4048129008,False,546.8681214001291,0
70,223.10961935937888,223.10961935937888,223.1263293835241,0.0,1.0026014487129944,4806.050130072435,2773114.8918344113,False,577.0049867941381,0
71,233.68572272104961,233.68572272104961,233.70629245954194,0.0,1.2341843095388267,3708.061709215477,2272821.4864159487,False,612.9405777599139,0
72,235.1293996634903,235.1293996634903,235.1469029648035,0.0,1.0501980787921086,4806.05250990394,2412033.0693635964,False,501.8740565969818,0
73,238.78952729495,238.78952729495,238.80567903907942,0.0,0.9691046477646199,4806.048455232388,2040626.919536846,False,424.59557754046307,0
